NAME               KEYWORD       S                         L                         ANGLE                     ROLL                      K0L                       K0SL                      K1L                       K1SL                      K2L                       K2SL                      HKICK                     VKICK                     KICK                      X                         XP                        Y                         YP                        DX                        DPX                       DY                        DPY                       BETA11                    BETA12                    BETA21                    BETA22                    ALFA11                    ALFA12                    ALFA21                    ALFA22                   
BI1_DH19           Sbend         +2.26351545427426299E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.30731643074466099E-015 +2.68009416913748253E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251385186E+000 +8.40417264434541039E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813111038E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308385068875E+001 -1.90955624053539985E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.69065354200813234E-001
ODFL               Drift         +2.26403705086422315E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.44710922868403969E-015 +2.68009416913748253E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044110860E+000 +8.40417264434541039E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089090507E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471275705167E+001 -1.97031925434301192E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.05798028236879205E-001
BI1_INT19_1        Drift         +2.26433235840012958E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.52625442919250293E-015 +2.68009416913748253E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77094363559043022E+000 +8.40417264434541039E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.30828560190825769E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.19449699365380599E+001 -2.00472089006524312E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.69978549173148807E-001
OCFL               Drift         +2.26484164140012945E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.66274706906658761E-015 +2.68009416913748253E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.81374465815873176E+000 +8.40417264434541039E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.51550115797021192E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12940128826513018E+001 -2.06404944120349976E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.08204806420418853E-001
BI1_TH19           Hkicker       +2.26534164140012945E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.79675177752346144E-015 +2.68009416913748253E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.85576552138045892E+000 +8.40417264434541039E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.72481845883220970E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.07161319544836076E+001 -2.12229657603644783E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.47557049914969007E-001
OCQ                Drift         +2.26563689140012957E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.87588155786724565E-015 +2.68009416913748253E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.88057884111288875E+000 +8.40417264434541039E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.85115558204749675E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04033731571977306E+001 -2.15669150915530361E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.11744549698500917E-001
BI1_QF19           Quadrupole    +2.26674689140012970E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.86444981602243776E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.83300447165433557E-015 -3.44630917195226423E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.88057884111287898E+000 -8.40417264434714512E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.85115558204750812E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04033731573245980E+001 +2.15669150915520680E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.11744549816519623E-001
OQS                Drift         +2.26687794140012966E+003 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.78784058995590126E-015 -3.44630917195226423E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.86956517286246204E+000 -8.40417264434714512E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.79482876604534098E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05395845454049208E+001 +2.14142493511549237E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.27640326797925718E-001
BI1_SXF19          Sextupole     +2.26762794140012966E+003 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.95859253673867229E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.52936740205947868E-015 -3.44630917195232980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.80653387802985677E+000 -8.40417264434750594E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.48016782844671724E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.13992737616761559E+001 +2.05405423286616529E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.18611961563721557E-001
OSB                Drift         +2.26785416900012979E+003 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.45140237677660256E-015 -3.44630917195232980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.78752131995669306E+000 -8.40417264434750594E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.38782728174482131E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16853757346744054E+001 +2.02770001382589715E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.46052354365238668E-001
BI1_BH19           Monitor       +2.26785416900012979E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.45140237677660256E-015 -3.44630917195232980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.78752131995669306E+000 -8.40417264434750594E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.38782728174482131E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16853757346744054E+001 +2.02770001382589715E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.46052354365238668E-001
OBFL               Drift         +2.26805155240012982E+003 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.38337795459548906E-015 -3.44630917195232980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77093287824940981E+000 -8.40417264434750594E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.30823428124435850E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.19451414534860501E+001 +2.00470597879872603E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.69994075130074473E-001
BI1_INT18_2        Drift         +2.26834673193603612E+003 +2.95179535906226143E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.28164996039886290E-015 -3.44630917195232980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044106686E+000 -8.40417264434750594E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089092639E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471281009866E+001 +1.97031925434301214E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.05798028371130703E-001
ODFL               Drift         +2.26886832852599628E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.10189164919504233E-015 -3.44630917195232980E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251379924E+000 -8.40417264434750594E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813113169E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308391801658E+001 +1.90955624053540030E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.69065354340350504E-001
BI1_DH18           Sbend         +2.27830898452599649E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.84454937041018337E-015 -3.45348890830687132E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136711402E+000 -4.53367666182096576E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821521909E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520759031113855E+001 +8.11495585580172207E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.91417456711544842E+000
ODFL               Drift         +2.27883058111595665E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.66441656660642870E-015 -3.45348890830687132E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849924337E+000 -4.53367666182096576E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689239692E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297781839751E+001 +7.50504682271852297E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.97744189308466822E+000
BI1_INT18_1        Drift         +2.27912588865186308E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.56243243662727023E-015 -3.45348890830687132E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05446776966326428E+000 -4.53367666182096576E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29359751555828311E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16604145259737635E+001 +7.15974024450534707E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.01326137215139100E+000
OCFL               Drift         +2.27963517165186295E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.38655211745834549E-015 -3.45348890830687132E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03137852514964257E+000 -4.53367666182096576E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.22370367002603047E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.37425144257934804E+001 +6.56422963712286589E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.07503511490928183E+000
BI1_TV18           Vkicker       +2.28013517165186295E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.21387767204300185E-015 -3.45348890830687132E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00871014184053776E+000 -4.53367666182096576E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16098465308579843E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.58478734189580237E+001 +5.97957375092356025E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.13568287141979862E+000
OCQ                Drift         +2.28043042165186307E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.11191341202524163E-015 -3.45348890830687132E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496511215E-001 -4.53367666182096576E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912220897E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677952212151E+001 +5.63433445012287093E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.17149537163925865E+000
BI1_QD18           Quadrupole    +2.28154042165186320E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.18723404470064009E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.83063040308404013E-015 -1.65767060239606310E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496496671E-001 +4.53367666181833592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912222407E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677952766729E+001 -5.63433445012428091E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.17149537159100481E+000
OQS                Drift         +2.28167147165186316E+003 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.80890662983963982E-015 -1.65767060239606310E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00126584476180969E+000 +4.53367666181833592E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.14166299851833628E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.65525019999560072E+001 -5.78757275789713477E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.15559959461019979E+000
BI1_SXD18          Sextupole     +2.28242147165186316E+003 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.67070775701585783E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.68458133465993529E-015 -1.65767060239605620E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03526841972544736E+000 +4.53367666181841850E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23505396860653711E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.33873313341124316E+001 -6.66455658719628641E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.06462795984790271E+000
OSB                Drift         +2.28264769925186329E+003 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.64708025046287389E-015 -1.65767060239605620E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04552484762923936E+000 +4.53367666181841850E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.26580654266066812E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24593874518201631E+001 -6.92908718311780025E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.03718756704742310E+000
BI1_BV18           Monitor       +2.28264769925186329E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.64708025046287389E-015 -1.65767060239605620E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04552484762923936E+000 +4.53367666181841850E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.26580654266066812E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24593874518201631E+001 -6.92908718311780025E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.03718756704742310E+000
OBFL               Drift         +2.28284508265186332E+003 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.61436058450477576E-015 -1.65767060239605620E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05447357276934306E+000 +4.53367666181841850E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29361584468494524E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16598991332232984E+001 -7.15988991641389072E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.01324584628349257E+000
BI1_INT17_2        Drift         +2.28314026218776962E+003 +2.95179535906226143E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.56542954059470958E-015 -1.65767060239605620E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849918741E+000 +4.53367666181841850E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689246300E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297783820105E+001 -7.50504682272023937E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.97744189304379026E+000
ODFL               Drift         +2.28366185877772978E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.47896600724603745E-015 -1.65767060239605620E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136704474E+000 +4.53367666181841850E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821530347E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520759033508170E+001 -8.11495585580350842E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.91417456707696299E+000
BI1_DH17           Sbend         +2.29310251477772999E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.67088782477894418E-017 -1.65878792257980670E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251348460E+000 +8.40417264434496075E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813167242E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308397374392E+001 -1.90955624053570583E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.69065354345169094E-001
ODFL               Drift         +2.29362411136769015E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.73230690636235406E-016 -1.65878792257980670E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044073890E+000 +8.40417264434496075E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089149908E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471286519840E+001 -1.97031925434332456E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.05798028378341824E-001
BI1_INT17_1        Drift         +2.29391941890359658E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.22215948037040461E-016 -1.65878792257980670E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77094363559005918E+000 +8.40417264434496075E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.30828560190887089E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.19449699375364613E+001 -2.00472089006555976E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.69978549312973404E-001
OCFL               Drift         +2.29442870190359645E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.06695196994561643E-016 -1.65878792257980670E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.81374465815835828E+000 +8.40417264434496075E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.51550115797085709E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12940128835087208E+001 -2.06404944120382305E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +6.08204806557418487E-001
BI1_TH17           Hkicker       +2.29492870190359645E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.89634593123551991E-016 -1.65878792257980670E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.85576552138008322E+000 +8.40417264434496075E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.72481845883288685E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.07161319552054142E+001 -2.12229657603677735E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.47557050049195193E-001
OCQ                Drift         +2.29522395190359657E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.38610306537720780E-016 -1.65878792257980670E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.88057884111251172E+000 +8.40417264434496075E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.85115558204819308E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04033731578407593E+001 -2.15669150915563712E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +5.11744549831089302E-001
BI1_QF17           Quadrupole    +2.29633395190359670E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +8.86444981602243776E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -5.98328810691550001E-016 -1.19538723060383318E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.88057884111251528E+000 -8.40417264434434874E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.85115558204820871E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04033731577260244E+001 +2.15669150915550123E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.11744549724355346E-001
