NAME               KEYWORD       S                         L                         ANGLE                     ROLL                      K0L                       K0SL                      K1L                       K1SL                      K2L                       K2SL                      HKICK                     VKICK                     KICK                      X                         XP                        Y                         YP                        DX                        DPX                       DY                        DPY                       BETA11                    BETA12                    BETA21                    BETA22                    ALFA11                    ALFA12                    ALFA21                    ALFA22                   
OQS                Drift         +2.29646500190359666E+003 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.13994360348613261E-016 -1.19538723060383318E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.86956517286210211E+000 -8.40417264434434874E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.79482876604603376E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05395845457819544E+001 +2.14142493511578547E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -5.27640326703959883E-001
BI1_SXF17          Sextupole     +2.29721500190359666E+003 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.95859253673867229E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.03648402643900749E-016 -1.19538723060383367E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.80653387802951926E+000 -8.40417264434431266E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.48016782844737378E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.13992737619044906E+001 +2.05405423286635447E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.18611961459420434E-001
OSB                Drift         +2.29744122950359679E+003 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.30691361068915893E-016 -1.19538723060383367E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.78752131995636288E+000 -8.40417264434431266E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.38782728174546932E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16853757348548459E+001 +2.02770001382608589E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.46052354257826922E-001
BI1_BH17           Monitor       +2.29744122950359679E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.30691361068915893E-016 -1.19538723060383367E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.78752131995636288E+000 -8.40417264434431266E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.38782728174546932E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16853757348548459E+001 +2.02770001382608589E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.46052354257826922E-001
OBFL               Drift         +2.29763861290359682E+003 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.54286320658232785E-016 -1.19538723060383367E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.77093287824908607E+000 -8.40417264434431266E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.30823428124499941E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.19451414536235525E+001 +2.00470597879891432E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -6.69994075019948787E-001
BI1_INT16_2        Drift         +2.29793379243950312E+003 +2.95179535906226143E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -7.89571705454019642E-016 -1.19538723060383367E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044075244E+000 -8.40417264434431266E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089155664E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471281722771E+001 +1.97031925434320043E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.05798028256946375E-001
ODFL               Drift         +2.29845538902946328E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -8.51922695770488389E-016 -1.19538723060383367E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251350148E+000 -8.40417264434431266E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813174276E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308391286000E+001 +1.90955624053558859E+000 -0.00000000000000000E+000 +0.00000000000000000E+000 -7.69065354218994246E-001
BI1_DH16           Sbend         +2.30789604502946349E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -1.97951642914659067E-015 -1.19311493189015631E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136712023E+000 -4.53367666181777110E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821547577E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520758995429759E+001 +8.11495585580359391E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.91417456686428311E+000
ODFL               Drift         +2.30841764161942365E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.04174889713701699E-015 -1.19311493189015631E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849926624E+000 -4.53367666181777110E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689263406E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297743498083E+001 +7.50504682272039370E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -1.97744189282633109E+000
BI1_INT16_1        Drift         +2.30871294915533008E+003 +2.95307535906226271E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.07698248019595781E-015 -1.19311493189015631E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05446776966329669E+000 -4.53367666181777110E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29359751555850924E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16604145219858211E+001 +7.15974024450721780E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.01326137188899379E+000
OCFL               Drift         +2.30922223215532995E+003 +5.09283000000000041E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.13774579538173930E-015 -1.19311493189015631E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03137852514969142E+000 -4.53367666181777110E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.22370367002623759E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.37425144215347075E+001 +6.56422963712473440E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.07503511463988222E+000
BI1_TV16           Vkicker       +2.30972223215532995E+003 +5.00000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.19740154197624713E-015 -1.19311493189015631E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00871014184060259E+000 -4.53367666181777110E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.16098465308598691E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.58478734144264095E+001 +5.97957375092542764E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.13568287114352406E+000
OCQ                Drift         +2.31001748215533007E+003 +2.95250000000000012E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.23262826034030401E-015 -1.19311493189015631E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496585489E-001 -4.53367666181777110E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912238625E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677905252595E+001 +5.63433445012473721E-001 -0.00000000000000000E+000 +0.00000000000000000E+000 -2.17149537135892468E+000
BI1_QD16           Quadrupole    +2.31112748215533020E+003 +1.11000000000000010E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -9.18723404470064009E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.48213699386072421E-015 -3.34067806590487428E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +9.95324461496611135E-001 +4.53367666182242987E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.12669458912237577E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.71195677904462897E+001 -5.63433445012376466E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.17149537142763682E+000
OQS                Drift         +2.31125853215533016E+003 +1.31050000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.52591657991440746E-015 -3.34067806590487428E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.00126584476192937E+000 +4.53367666182242987E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.14166299851848638E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.65525019951683916E+001 -5.78757275789659187E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.15559959444717553E+000
BI1_SXD16          Sextupole     +2.31200853215533016E+003 +7.50000000000000000E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -4.67070775701585783E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.77646743485727258E-015 -3.34067806590485801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.03526841972559702E+000 +4.53367666182230358E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23505396860667584E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.33873313295679424E+001 -6.66455658719533384E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.06462795968675694E+000
OSB                Drift         +2.31223475975533029E+003 +2.26227599999999973E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.85204279297950238E-015 -3.34067806590485801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04552484762939768E+000 +4.53367666182230358E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.26580654266080259E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24593874473484547E+001 -6.92908718311679550E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.03718756688687286E+000
BI1_BV16           Monitor       +2.31223475975533029E+003 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.85204279297950238E-015 -3.34067806590485801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.04552484762939768E+000 +4.53367666182230358E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.26580654266080259E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.24593874473484547E+001 -6.92908718311679550E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.03718756688687286E+000
OBFL               Drift         +2.31243214315533032E+003 +1.97383399999999987E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -2.91798223247487491E-015 -3.34067806590485801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.05447357276950915E+000 +4.53367666182230358E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.29361584468507562E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.16598991288148710E+001 -7.15988991641283934E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +2.01324584612346191E+000
BI1_INT15_2        Drift         +2.31272732269123662E+003 +2.95179535906226143E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.01659221258546556E-015 -3.34067806590485801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.06785605849936505E+000 +4.53367666182230358E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.33690373689258699E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.04819297740678223E+001 -7.50504682271911805E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.97744189288453653E+000
ODFL               Drift         +2.31324891928119678E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -3.19084084131847987E-015 -3.34067806590485801E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.09150356136724280E+000 +4.53367666182230358E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.41837713821541520E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.84520758992020433E+001 -8.11495585580226497E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.91417456691908194E+000
BI1_DH15           Sbend         +2.32268957528119699E+003 +9.44065600000000060E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +3.89240267657741737E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.34144687882853554E-015 -3.33302817333458198E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.70228960251404748E+000 +8.40417264434883959E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +3.98852668813134059E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.31205308383351067E+001 -1.90955624053536033E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.69065354212133290E-001
ODFL               Drift         +2.32321117187115715E+003 +5.21596589960000023E-001 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 -6.51529649177372833E-015 -3.33302817333458198E-016 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.74612548044132199E+000 +8.40417264434883959E-002 +0.00000000000000000E+000 +0.00000000000000000E+000 +4.19089967089113102E+001 +0.00000000000000000E+000 +0.00000000000000000E+000 +1.23512471273877189E+001 -1.97031925434296684E+000 +0.00000000000000000E+000 +0.00000000000000000E+000 +7.05798028246678699E-001
